id,title,publication_link,date,RCIH_authors,authors,all_authors
233,"The burden of injury in Central, Eastern, and Western European sub-region: a systematic analysis from the Global Burden of Disease 2019 Study",https://pureportal.coventry.ac.uk/en/publications/the-burden-of-injury-in-central-eastern-and-western-european-sub-,20 May 2022,"[{'name': 'Kurmi, O. P.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/om-kurmi'}]","[{'name': 'Engelbert Bain, L.', 'link': None}, {'name': 'Banach, M.', 'link': None}, {'name': 'Winfried Bärnighausen, T.', 'link': None}, {'name': 'Barone-Adesi, F.', 'link': None}, {'name': 'Beghi, M.', 'link': None}, {'name': 'Bennett, D. A.', 'link': None}, {'name': 'Bhagavathula, A. S.', 'link': None}, {'name': 'Carvalho, F.', 'link': None}, {'name': 'Castelpietra, G.', 'link': None}, {'name': 'Caterina, L.', 'link': None}, {'name': 'Chandan, J. S.', 'link': None}, {'name': 'Couto, R. A. S.', 'link': None}, {'name': 'Cruz-Martins, N.', 'link': None}, {'name': 'Damiani, G.', 'link': None}, {'name': 'Dastiridou, A.', 'link': None}, {'name': 'Demetriades, A. K.', 'link': None}, {'name': 'Dias-da-Silva, D.', 'link': None}, {'name': 'Francis Fagbamigbe, A.', 'link': None}, {'name': 'Fereshtehnejad, S. M.', 'link': None}, {'name': 'Fernandes, E.', 'link': None}, {'name': 'Ferrara, P.', 'link': None}, {'name': 'Fischer, F.', 'link': None}, {'name': 'Fra.Paleo, U.', 'link': None}, {'name': 'Ghirini, S.', 'link': None}, {'name': 'Glasbey, J. C.', 'link': None}, {'name': 'Glavan, I. R.', 'link': None}, {'name': 'Gomes, N. G. M.', 'link': None}, {'name': 'Grivna, M.', 'link': None}, {'name': 'Harlianto, N. I.', 'link': None}, {'name': 'Haro, J. M.', 'link': None}, {'name': 'Hasan, M. T.', 'link': None}, {'name': 'Hostiuc, S.', 'link': None}, {'name': 'Iavicoli, I.', 'link': None}, {'name': 'Ilic, M. D.', 'link': None}, {'name': 'Ilic, I. M.', 'link': None}, {'name': 'Jakovljevic, M.', 'link': None}, {'name': 'Jonas, J. B.', 'link': None}, {'name': 'Jerzy Jozwiak, J.', 'link': None}, {'name': 'Jürisson, M.', 'link': None}, {'name': 'Kauppila, J. H.', 'link': None}, {'name': 'Kayode, G. A.', 'link': None}, {'name': 'Khan, M. A. B.', 'link': None}, {'name': 'Kisa, A.', 'link': None}, {'name': 'Kisa, S.', 'link': None}, {'name': 'Koyanagi, A.', 'link': None}, {'name': 'Kumar, M.', 'link': None}, {'name': 'La-Vecchia, C.', 'link': None}, {'name': 'Lamnisos, D.', 'link': None}, {'name': 'Lasrado, S.', 'link': None}, {'name': 'Lauriola, P.', 'link': None}, {'name': 'Linn, S.', 'link': None}, {'name': 'Loureiro, J. A.', 'link': None}, {'name': 'Lunevicius, R.', 'link': None}, {'name': 'Madureira-Carvalho, A.', 'link': None}, {'name': 'Mechili, E. A.', 'link': None}, {'name': 'Majeed, A.', 'link': None}, {'name': 'Menezes, R. G.', 'link': None}, {'name': 'Mentis, A. F. A.', 'link': None}, {'name': 'Meretoja, A.', 'link': None}, {'name': 'Mestrovic, T.', 'link': None}, {'name': 'Miazgowski, T.', 'link': None}, {'name': 'Miazgowski, B.', 'link': None}, {'name': 'Mirica, A.', 'link': None}, {'name': 'Molokhia, M.', 'link': None}, {'name': 'Mohammed, S.', 'link': None}, {'name': 'Monasta, L.', 'link': None}, {'name': 'Mulita, F.', 'link': None}, {'name': 'David Naimzada, M.', 'link': None}, {'name': 'Negoi, I.', 'link': None}, {'name': 'Neupane, S.', 'link': None}, {'name': 'Oancea, B.', 'link': None}, {'name': 'Orru, H.', 'link': None}, {'name': 'Otoiu, A.', 'link': None}, {'name': 'Otstavnov, N.', 'link': None}, {'name': 'Otstavnov, S. S.', 'link': None}, {'name': 'Padron-Monedero, A.', 'link': None}, {'name': 'Panda-Jonas, S.', 'link': None}, {'name': 'Pardhan, S.', 'link': None}, {'name': 'Patel, J.', 'link': None}, {'name': 'Pedersini, P.', 'link': None}, {'name': 'Pinheiro, M.', 'link': None}, {'name': 'Rakovac, I.', 'link': None}, {'name': 'Rao, C. R.', 'link': None}, {'name': 'Rawaf, S.', 'link': None}, {'name': 'Rawaf, D. L.', 'link': None}, {'name': 'Rodrigues, V.', 'link': None}, {'name': 'Ronfani, L.', 'link': None}, {'name': 'Sagoe, D.', 'link': None}, {'name': 'Sanmarchi, F.', 'link': None}, {'name': 'Santric-Milicevic, M. M.', 'link': None}, {'name': 'Sathian, B.', 'link': None}, {'name': 'Sheikh, A.', 'link': None}, {'name': 'Shiri, R.', 'link': None}, {'name': 'Shivalli, S.', 'link': None}, {'name': 'Dora Sigfusdottir, I.', 'link': None}, {'name': 'Sigurvinsdottir, R.', 'link': None}, {'name': 'Yurievich Skryabin, V.', 'link': None}, {'name': 'Aleksandrovna Skryabina, A.', 'link': None}, {'name': 'Smarandache, C. G.', 'link': None}, {'name': 'Socea, B.', 'link': None}, {'name': 'Sousa, R. A. R. C.', 'link': None}, {'name': 'Steiropoulos, P.', 'link': None}, {'name': 'Tabarés-Seisdedos, R.', 'link': None}, {'name': 'Roberto Tovani-Palone, M.', 'link': None}, {'name': 'Tozija, F.', 'link': None}, {'name': 'Van de Velde, S.', 'link': None}, {'name': 'Juhani Vasankari, T.', 'link': None}, {'name': 'Veroux, M.', 'link': None}, {'name': 'Violante, F. S.', 'link': None}, {'name': 'Vlassov, V.', 'link': None}, {'name': 'Wang, Y.', 'link': None}, {'name': 'Yadollahpour, A.', 'link': None}, {'name': 'Yaya, S.', 'link': None}, {'name': 'Sergeevich Zastrozhin, M.', 'link': None}, {'name': 'Zastrozhina, A.', 'link': None}, {'name': 'Polinder, S.', 'link': None}, {'name': 'Majdan, M.', 'link': None}]","Kurmi, O. P., Engelbert Bain, L., Banach, M., Winfried Bärnighausen, T., Barone-Adesi, F., Beghi, M., Bennett, D. A., Bhagavathula, A. S., Carvalho, F., Castelpietra, G., Caterina, L., Chandan, J. S., Couto, R. A. S., Cruz-Martins, N., Damiani, G., Dastiridou, A., Demetriades, A. K., Dias-da-Silva, D., Francis Fagbamigbe, A., Fereshtehnejad, S. M., Fernandes, E., Ferrara, P., Fischer, F., Fra.Paleo, U., Ghirini, S., Glasbey, J. C., Glavan, I. R., Gomes, N. G. M., Grivna, M., Harlianto, N. I., Haro, J. M., Hasan, M. T., Hostiuc, S., Iavicoli, I., Ilic, M. D., Ilic, I. M., Jakovljevic, M., Jonas, J. B., Jerzy Jozwiak, J., Jürisson, M., Kauppila, J. H., Kayode, G. A., Khan, M. A. B., Kisa, A., Kisa, S., Koyanagi, A., Kumar, M., La-Vecchia, C., Lamnisos, D., Lasrado, S., Lauriola, P., Linn, S., Loureiro, J. A., Lunevicius, R., Madureira-Carvalho, A., Mechili, E. A., Majeed, A., Menezes, R. G., Mentis, A. F. A., Meretoja, A., Mestrovic, T., Miazgowski, T., Miazgowski, B., Mirica, A., Molokhia, M., Mohammed, S., Monasta, L., Mulita, F., David Naimzada, M., Negoi, I., Neupane, S., Oancea, B., Orru, H., Otoiu, A., Otstavnov, N., Otstavnov, S. S., Padron-Monedero, A., Panda-Jonas, S., Pardhan, S., Patel, J., Pedersini, P., Pinheiro, M., Rakovac, I., Rao, C. R., Rawaf, S., Rawaf, D. L., Rodrigues, V., Ronfani, L., Sagoe, D., Sanmarchi, F., Santric-Milicevic, M. M., Sathian, B., Sheikh, A., Shiri, R., Shivalli, S., Dora Sigfusdottir, I., Sigurvinsdottir, R., Yurievich Skryabin, V., Aleksandrovna Skryabina, A., Smarandache, C. G., Socea, B., Sousa, R. A. R. C., Steiropoulos, P., Tabarés-Seisdedos, R., Roberto Tovani-Palone, M., Tozija, F., Van de Velde, S., Juhani Vasankari, T., Veroux, M., Violante, F. S., Vlassov, V., Wang, Y., Yadollahpour, A., Yaya, S., Sergeevich Zastrozhin, M., Zastrozhina, A., Polinder, S., Majdan, M."
234,The development of the Religious Health Interventions in Behavioural Science (RHIBS) Taxonomy: a scientific classification of religious practices in health,https://pureportal.coventry.ac.uk/en/publications/the-development-of-the-religious-health-interventions-in-behaviou,1 Oct 2022,"[{'name': 'Patel, R.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/riya-patel'}, {'name': 'Jong, J.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/jonathan-jong'}, {'name': 'Lycett, D.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/deborah-lycett'}]","[{'name': 'Worthington, E. L.', 'link': None}]","Patel, R., Jong, J., Lycett, D., Worthington, E. L."
235,The effectiveness of nutritional interventions on COVID-19 outcomes: A protocol for systematic review and meta-analysis,https://pureportal.coventry.ac.uk/en/publications/the-effectiveness-of-nutritional-interventions-on-covid-19-outcom,Jun 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Doustmohammadian, A.', 'link': None}, {'name': 'Amini, M.', 'link': None}]","Clark, C. C. T., Doustmohammadian, A., Amini, M."
236,The effect of 8 weeks of combined interval (resistance-interval training) and combined endurance (endurance-resistance training) on plasma levels of adropin and nitric oxide in males with high blood pressure,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-8weeks-of-combined-interval-resistance-interval-tra,Dec 2022,"[{'name': 'Clarck, C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Salmanpour, M.', 'link': None}, {'name': 'Soori, R.', 'link': None}, {'name': 'H’mida, C.', 'link': None}, {'name': 'Halouani, J.', 'link': None}, {'name': 'Pournemati, P.', 'link': None}, {'name': 'Yari, S. M.', 'link': None}, {'name': 'Trabelsi, K.', 'link': None}, {'name': 'Ammar, A.', 'link': None}, {'name': 'Chtourou, H.', 'link': None}, {'name': 'Taheri, M.', 'link': None}]","Clarck, C. T., Salmanpour, M., Soori, R., H’mida, C., Halouani, J., Pournemati, P., Yari, S. M., Trabelsi, K., Ammar, A., Chtourou, H., Taheri, M."
237,"The effect of curcumin supplementation on delayed‐onset muscle soreness, inflammation, muscle strength, and joint flexibility: A systematic review and dose–response meta‐analysis of randomized controlled trials",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-curcumin-supplementation-on-delayedonset-muscle-sor,16 May 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Beba, M.', 'link': None}, {'name': 'Mohammadi, H.', 'link': None}, {'name': 'Djafarian, K.', 'link': None}]","Clark, C. C. T., Beba, M., Mohammadi, H., Djafarian, K."
238,The effect of Glucomannan on fasting and postprandial blood glucose in adults: a systematic review and meta-analysis of randomized controlled trials,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-glucomannan-on-fasting-and-postprandial-blood-gluco,Jun 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Mirzababaei, A.', 'link': None}, {'name': 'Zandkarimi, R.', 'link': None}, {'name': 'Moradi, S.', 'link': None}, {'name': 'Rasaei, N.', 'link': None}, {'name': 'Amini, M. R.', 'link': None}, {'name': 'Pourreza, S.', 'link': None}, {'name': 'Abaj, F.', 'link': None}, {'name': 'Daneshzad, E.', 'link': None}, {'name': 'Mirzaei, K.', 'link': None}]","Clark, C. C. T., Mirzababaei, A., Zandkarimi, R., Moradi, S., Rasaei, N., Amini, M. R., Pourreza, S., Abaj, F., Daneshzad, E., Mirzaei, K."
239,The effect of grape products on liver enzymes: A systematic review and meta‐analysis of randomized controlled trials,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-grape-products-on-liver-enzymes-a-systematic-review,Dec 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Zamani, M.', 'link': None}, {'name': 'Ashtary‐Larky, D.', 'link': None}, {'name': 'Hafizi, N.', 'link': None}, {'name': 'Naeini, F.', 'link': None}, {'name': 'Rezaei Kelishadi, M.', 'link': None}, {'name': 'Davoodi, S. H.', 'link': None}, {'name': 'Asbaghi, O.', 'link': None}]","Clark, C. C. T., Zamani, M., Ashtary‐Larky, D., Hafizi, N., Naeini, F., Rezaei Kelishadi, M., Davoodi, S. H., Asbaghi, O."
240,The effect of lycopene supplement from different sources on prostate specific antigen (PSA): A systematic review and meta-analysis of randomized controlled trials☆,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-lycopene-supplement-from-different-sources-on-prost,11 Jan 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Sharifi-Zahabi, E.', 'link': None}, {'name': 'Soltani, S.', 'link': None}, {'name': 'Malekahmadi, M.', 'link': None}, {'name': 'Rezavand, L.', 'link': None}, {'name': 'Shidfar, F.', 'link': None}]","Clark, C. C. T., Sharifi-Zahabi, E., Soltani, S., Malekahmadi, M., Rezavand, L., Shidfar, F."
241,The Effect of Probiotics/synbiotics Supplementation on Renal and Liver Biomarkers in Patients with Type 2 Diabetes: A Systematic Review and Meta-Analysis of Randomized-Controlled Trials,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-probioticssynbiotics-supplementation-on-renal-and-l,28 Aug 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Abdollahi, S.', 'link': None}, {'name': 'Meshkini, F.', 'link': None}, {'name': 'Heshmati, J.', 'link': None}, {'name': 'Soltani, S.', 'link': None}]","Clark, C. C. T., Abdollahi, S., Meshkini, F., Heshmati, J., Soltani, S."
242,The Effect of Single-Anastomosis Sleeve Ileal (SASI) Bypass on Patients with Severe Obesity in Three Consecutive Years,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-single-anastomosis-sleeve-ileal-sasi-bypass-on-pati,Nov 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Hosseini, S. V.', 'link': None}, {'name': 'Moeinvaziri, N.', 'link': None}, {'name': 'Medhati, P.', 'link': None}, {'name': 'Salem, S. A.', 'link': None}, {'name': 'Hosseini, E.', 'link': None}, {'name': 'Haghighat, N.', 'link': None}]","Clark, C. C. T., Hosseini, S. V., Moeinvaziri, N., Medhati, P., Salem, S. A., Hosseini, E., Haghighat, N."
243,"The effect of Spirulina sauce, as a functional food, on cardiometabolic risk factors, oxidative stress biomarkers, glycemic profile, and liver enzymes in nonalcoholic fatty liver disease patients: A randomized double-blinded clinical trial",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-spirulina-sauce-as-a-functional-food-on-cardiometab,Feb 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Mazloomi, S. M.', 'link': None}, {'name': 'Samadi, M.', 'link': None}, {'name': 'Davarpanah, H.', 'link': None}, {'name': 'Babajafari, S.', 'link': None}, {'name': 'Ghaemfar, Z.', 'link': None}, {'name': 'Rezaiyan, M.', 'link': None}, {'name': 'Mosallanezhad, A.', 'link': None}, {'name': 'Shafiee, M.', 'link': None}, {'name': 'Rostami, H.', 'link': None}]","Clark, C. C. T., Mazloomi, S. M., Samadi, M., Davarpanah, H., Babajafari, S., Ghaemfar, Z., Rezaiyan, M., Mosallanezhad, A., Shafiee, M., Rostami, H."
244,The Effect of Sub-chronic Administration of Brewed Coffee on Long-term Potentiation in a Rat Model of Alzheimer's Disease,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-sub-chronic-administration-of-brewed-coffee-on-long,Jul 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Hosseini, R.', 'link': None}, {'name': 'Mirshekar, M. A.', 'link': None}, {'name': 'Sedaghat, G.', 'link': None}, {'name': 'Jalali, M.', 'link': None}]","Clark, C. C. T., Hosseini, R., Mirshekar, M. A., Sedaghat, G., Jalali, M."
245,"The effect of synbiotic supplementation on atherogenic indices, hs-CRP, and malondialdehyde, as major CVD-related parameters, in women with gestational diabetes mellitus: a secondary data-analysis of a randomized double-blind, placebo-controlled study",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-synbiotic-supplementation-on-atherogenic-indices-hs,21 Jun 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Nabhani, Z.', 'link': None}, {'name': 'Goudarzi, N.', 'link': None}, {'name': 'Hariri Far, A.', 'link': None}, {'name': 'Razmpoosh, E.', 'link': None}]","Clark, C. C. T., Nabhani, Z., Goudarzi, N., Hariri Far, A., Razmpoosh, E."
246,"The effect of the Dietary Approaches to Stop Hypertension (DASH) diet on body composition, complete blood count, prothrombin time, inflammation, and liver function in hemophilic adolescents",https://pureportal.coventry.ac.uk/en/publications/the-effect-of-the-dietary-approaches-to-stop-hypertension-dash-di,14 Nov 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Mahdavi, A.', 'link': None}, {'name': 'Mohammadi, H.', 'link': None}, {'name': 'Bagherniya, M.', 'link': None}, {'name': 'Foshati, S.', 'link': None}, {'name': 'Moafi, A.', 'link': None}, {'name': 'Elyasi, M.', 'link': None}, {'name': 'Rouhani, M. H.', 'link': None}]","Clark, C. C. T., Mahdavi, A., Mohammadi, H., Bagherniya, M., Foshati, S., Moafi, A., Elyasi, M., Rouhani, M. H."
247,The effect of vitamin D supplementation on serum levels of fibroblast growth factor- 23: A systematic review and meta-analysis of randomized controlled trials,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-vitamin-d-supplementation-on-serum-levels-of-fibrob,Jan 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Meshkini, F.', 'link': None}, {'name': 'Soltani, S.', 'link': None}, {'name': 'Tam, V.', 'link': None}, {'name': 'Meyre, D.', 'link': None}, {'name': 'Toupchian, O.', 'link': None}, {'name': 'Saraf-Bank, S.', 'link': None}, {'name': 'Abdollahi, S.', 'link': None}]","Clark, C. C. T., Meshkini, F., Soltani, S., Tam, V., Meyre, D., Toupchian, O., Saraf-Bank, S., Abdollahi, S."
248,The Effect of Walnut (Juglans regia) Leaf Extract on Glycemic Control and Lipid Profile in Patients With Type 2 Diabetes Mellitus: A Systematic Review and Meta-Analysis of Randomized Clinical Trials,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-walnut-ijuglans-regiai-leaf-extract-on-glycemic-con,25 Apr 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Mirzababaei, A.', 'link': None}, {'name': 'Daneshvar, M.', 'link': None}, {'name': 'Abaj, F.', 'link': None}, {'name': 'Daneshzad, E.', 'link': None}, {'name': 'Hosseininasab, D.', 'link': None}, {'name': 'Mirzaei, K.', 'link': None}]","Clark, C. C. T., Mirzababaei, A., Daneshvar, M., Abaj, F., Daneshzad, E., Hosseininasab, D., Mirzaei, K."
249,The effect of whole body vibration on sensorimotor deficits in people with chronic ankle instability: A systematic review and meta-analysis,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-whole-body-vibration-on-sensorimotor-deficits-in-pe,Aug 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Tan, J.', 'link': None}, {'name': 'Wu, X.', 'link': None}, {'name': 'Barton, V.', 'link': None}, {'name': 'Chen, S.', 'link': None}, {'name': 'Liu, S.', 'link': None}, {'name': 'Zhou, X.', 'link': None}, {'name': 'Xu, C.', 'link': None}, {'name': 'Ma, T.', 'link': None}, {'name': 'Qi, B.', 'link': None}, {'name': 'Han, J.', 'link': None}, {'name': 'Zou, Y.', 'link': None}]","Clark, C. C. T., Tan, J., Wu, X., Barton, V., Chen, S., Liu, S., Zhou, X., Xu, C., Ma, T., Qi, B., Han, J., Zou, Y."
250,The effects of capsinoids supplementation on body composition and anthropometric measures: A systematic review and dose–response meta-analysis of randomized controlled trials,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-capsinoids-supplementation-on-body-composition-and,Dec 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Sheikhhossein, F.', 'link': None}, {'name': 'Amini, M. R.', 'link': None}, {'name': 'Askari, M.', 'link': None}, {'name': 'Pourreza, S.', 'link': None}, {'name': 'Hosseini, F.', 'link': None}, {'name': 'Djafarian, K.', 'link': None}, {'name': 'Ghanbari, M.', 'link': None}, {'name': 'Shab-Bidar, S.', 'link': None}]","Clark, C. C. T., Sheikhhossein, F., Amini, M. R., Askari, M., Pourreza, S., Hosseini, F., Djafarian, K., Ghanbari, M., Shab-Bidar, S."
251,The Effects of COVID-19 Lockdown on Glycaemic Control and Lipid Profile in Patients with Type 2 Diabetes: A Systematic Review and Meta-Analysis,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-covid-19-lockdown-on-glycaemic-control-and-lipid-p,19 Jan 2022,"[{'name': 'Adegboye, A. R. A.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/amanda-r-a-adegboye'}]","[{'name': 'Ojo, O.', 'link': None}, {'name': 'Wang, X. H.', 'link': None}, {'name': 'Ojo, O. O.', 'link': None}, {'name': 'Orjih, E.', 'link': None}, {'name': 'Pavithran, N.', 'link': None}, {'name': 'Feng, Q. Q.', 'link': None}, {'name': 'McCrone, P.', 'link': None}]","Adegboye, A. R. A., Ojo, O., Wang, X. H., Ojo, O. O., Orjih, E., Pavithran, N., Feng, Q. Q., McCrone, P."
252,The effects of lycopene supplementation on insulin-like growth factor-1 and insulin-like growth factor binding proteins: A systematic review of randomized controlled trials,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-lycopene-supplementation-on-insulin-like-growth-fa,Apr 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Meshkini, F.', 'link': None}, {'name': 'Ramezani-Jolfaie, N.', 'link': None}, {'name': 'Sargazi, S.', 'link': None}, {'name': 'Soltani, S.', 'link': None}]","Clark, C. C. T., Meshkini, F., Ramezani-Jolfaie, N., Sargazi, S., Soltani, S."
253,"The effects of magnesium supplementation on abnormal uterine bleeding, alopecia, quality of life, and acne in women with polycystic ovary syndrome:  a randomized clinical trial",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-magnesium-supplementation-on-abnormal-uterine-blee,2 Aug 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Jaripur, M.', 'link': None}, {'name': 'Ghasemi-Tehrani, H.', 'link': None}, {'name': 'Askari, G.', 'link': None}, {'name': 'Gholizadeh-Moghaddam, M.', 'link': None}, {'name': 'Rouhani, M. H.', 'link': None}]","Clark, C. C. T., Jaripur, M., Ghasemi-Tehrani, H., Askari, G., Gholizadeh-Moghaddam, M., Rouhani, M. H."
254,The effects of olive leaf extract on cardiovascular risk factors in the general adult population: a systematic review and meta-analysis of randomized controlled trials,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-olive-leaf-extract-on-cardiovascular-risk-factors-,Dec 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Razmpoosh, E.', 'link': None}, {'name': 'Abdollahi, S.', 'link': None}, {'name': 'Mousavirad, M.', 'link': None}, {'name': 'Soltani, S.', 'link': None}]","Clark, C. C. T., Razmpoosh, E., Abdollahi, S., Mousavirad, M., Soltani, S."
255,The effects of selenium supplementation on blood lipids and blood pressure in adults:  A systematic review and dose-response meta-analysis of randomized control trials,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-selenium-supplementation-on-blood-lipids-and-blood,Dec 2022,"[{'name': 'Clark, C. C. T.', 'link': 'https://pureportal.coventry.ac.uk/en/persons/cain-clark'}]","[{'name': 'Kelishadi, M. R.', 'link': None}, {'name': 'Ashtary-Larky, D.', 'link': None}, {'name': 'Davoodi, S. H.', 'link': None}, {'name': 'Asbaghi, O.', 'link': None}]","Clark, C. C. T., Kelishadi, M. R., Ashtary-Larky, D., Davoodi, S. H., Asbaghi, O."
